Date,Close
2018-01-01,2700.4967141530115
2018-01-02,2700.35844985184
2018-01-03,2701.0061383899406
2018-01-04,2702.529168246349
2018-01-05,2702.2950148716254
2018-01-08,2702.0608779146764
2018-01-09,2703.6400907301836
2018-01-10,2704.4075254593367
2018-01-11,2703.9380510734018
2018-01-12,2704.4806111169873
2018-01-15,2704.0171934241753
2018-01-16,2703.551463670605
2018-01-17,2703.793425942171
2018-01-18,2701.880145697513
2018-01-19,2700.155227865
2018-01-22,2699.592940335759
2018-01-23,2698.5801092154247
2018-01-24,2698.89435654802
2018-01-25,2697.986332472499
2018-01-26,2696.5740287711633
2018-01-29,2698.039677540085
2018-01-30,2697.8139012395986
2018-01-31,2697.8814294442864
2018-02-01,2696.456681258073
2018-02-02,2695.9122985335475
2018-02-05,2696.0232211232574
2018-02-06,2694.8722275458354
2018-02-07,2695.247925564181
2018-02-08,2694.647286874262
2018-02-09,2694.3555931244687
2018-02-12,2693.7538865122397
2018-02-13,2695.6061646967482
2018-02-14,2695.5926674720104
2018-02-15,2694.5349565430547
2018-02-16,2695.357501455158
2018-02-19,2694.1366578051866
2018-02-20,2694.3455214001915
2018-02-21,2692.3858512763118
2018-02-22,2691.0576652274135
2018-02-23,2691.254526463282
2018-02-26,2691.9929930432777
2018-02-27,2692.164361324468
2018-02-28,2692.0487130420797
2018-03-01,2691.74760934649
2018-03-02,2690.269087356123
2018-03-05,2689.5492431477282
2018-03-06,2689.088604376768
2018-03-07,2690.1457266029875
2018-03-08,2690.489344892556
2018-03-09,2688.726304737193
2018-03-12,2689.050388706588
2018-03-13,2688.6653064261714
2018-03-14,2687.9883844258657
2018-03-15,2688.600060714706
2018-03-16,2689.6310602372023
2018-03-19,2690.5623403563186
2018-03-20,2689.723122833096
2018-03-21,2689.4139104572446
2018-03-22,2689.7451738886484
2018-03-23,2690.7207190157706
2018-03-26,2690.2415447779254
2018-03-27,2690.0558858012614
2018-03-28,2688.9495508272553
2018-03-29,2687.753344203175
2018-03-30,2688.565870025569
2018-04-02,2689.92211005414
2018-04-03,2689.8500999325593
2018-04-04,2690.8536328304517
2018-04-05,2691.2152688554993
2018-04-06,2690.570149100894
2018-04-09,2690.9315447064023
2018-04-10,2692.4695812728683
2018-04-11,2692.4337552337583
2018-04-12,2693.9983988895724
2018-04-13,2691.3786537854826
2018-04-16,2692.200556289858
2018-04-17,2692.287603358096
2018-04-18,2691.9885960076303
2018-04-19,2692.080356784166
2018-04-20,2690.0927878695647
2018-04-23,2689.8731159817276
2018-04-24,2690.230228553239
2018-04-25,2691.7081225979805
2018-04-26,2691.1898523797067
2018-04-27,2690.3813587768136
2018-04-30,2689.8796017332293
2018-05-01,2690.795003850931
2018-05-02,2691.123754960591
2018-05-03,2690.593994756824
2018-05-04,2691.1072621899375
2018-05-07,2691.2043397392854
2018-05-08,2692.1729847298184
2018-05-09,2691.470931635941
2018-05-10,2691.1432694893433
2018-05-11,2690.7511613362108
2018-05-14,2689.287646388079
2018-05-15,2689.5837666651432
2018-05-16,2689.844821937323
2018-05-17,2689.8499353939656
2018-05-18,2689.6153482605905
2018-05-21,2688.19997751854
2018-05-22,2687.7793321957747
2018-05-23,2687.4366176792482
2018-05-24,2686.6343404100267
2018-05-25,2686.4730546983606
2018-05-28,2686.877105555175
2018-05-29,2688.7632914563856
2018-05-30,2688.9378692692176
2018-05-31,2689.19541965994
2018-06-01,2689.120973744174
2018-06-04,2687.2022025288747
2018-06-05,2687.175688653426
2018-06-06,2687.235918863367
2018-06-07,2689.699160975852
2018-06-08,2689.506800011071
2018-06-11,2689.8083473534043
2018-06-12,2689.773635583699
2018-06-13,2688.6049575460797
2018-06-14,2689.747780360595
2018-06-15,2690.4997133932816
2018-06-18,2691.2907453403245
2018-06-19,2690.3813578855297
2018-06-20,2691.784152196466
2018-06-21,2690.3823011336735
2018-06-22,2690.969158227474
2018-06-25,2693.159613853284
2018-06-26,2692.169077528153
2018-06-27,2691.6027797985503
2018-06-28,2691.7024311636383
2018-06-29,2691.198955509522
2018-07-02,2689.6482920784556
2018-07-03,2689.716855053262
2018-07-04,2688.654551339536
2018-07-05,2689.128143770171
2018-07-06,2688.2087195359372
2018-07-09,2689.7586539409544
2018-07-10,2688.9754006486182
2018-07-11,2688.653339132413
2018-07-12,2689.466856349782
2018-07-13,2688.2359920333483
2018-07-16,2688.4634519679526
2018-07-17,2689.770594722235
2018-07-18,2688.1631114876736
2018-07-19,2688.347745346206
2018-07-20,2688.6076281404544
2018-07-23,2689.389451012232
2018-07-24,2688.1525003013535
2018-07-25,2686.8320436882696
2018-07-26,2687.353985253886
2018-07-27,2687.6509699271196
2018-07-30,2687.9014627774654
2018-07-31,2688.2479109869623
2018-08-01,2687.567886265384
2018-08-02,2687.800139962545
2018-08-03,2688.0932124358437
2018-08-06,2687.378861017817
2018-08-07,2689.2446355289617
2018-08-08,2689.718468449874
2018-08-09,2688.5271649526712
2018-08-10,2689.183718561305
2018-08-13,2688.2090368910776
2018-08-14,2688.99612149482
2018-08-15,2690.154717073827
2018-08-16,2689.334034755476
2018-08-17,2690.29741088472
2018-08-20,2690.7101918116564
2018-08-21,2691.532251971651
2018-08-22,2693.429044954305
2018-08-23,2693.183656838302
2018-08-24,2692.4299206739447
2018-08-27,2691.540406244319
2018-08-28,2690.724595959354
2018-08-29,2690.6474942499394
2018-08-30,2690.988646224756
2018-08-31,2691.265337024086
2018-09-03,2692.0925202731223
2018-09-04,2692.105522165
2018-09-05,2693.5590562421576
2018-09-06,2693.2943994089196
2018-09-07,2696.014568575509
2018-09-10,2696.6402359232743
2018-09-11,2695.783078366858
2018-09-12,2694.7121858687965
2018-09-13,2695.19465828404
2018-09-14,2694.971195498714
2018-09-17,2695.6851959928063
2018-09-18,2696.1584336173796
2018-09-19,2696.0856047047228
2018-09-20,2695.2388109866542
2018-09-21,2693.7239637619687
2018-09-24,2693.2774488099017
2018-09-25,2694.133847604225
2018-09-26,2694.347941348355
2018-09-27,2693.1022025696434
2018-09-28,2693.275383495494
2018-10-01,2693.660700875223
2018-10-02,2692.7768434390223
2018-10-03,2692.9305685449676
2018-10-04,2692.988777263414
2018-10-05,2691.845806965583
2018-10-08,2692.203594325931
2018-10-09,2692.7643788522996
2018-10-10,2693.847430095475
2018-10-11,2694.9012321475097
2018-10-12,2693.523562779553
2018-10-15,2692.5857377396374
2018-10-16,2693.1007730068463
2018-10-17,2693.614558957758
2018-10-18,2694.1296066440646
2018-10-19,2697.982338134719
2018-10-22,2698.553228645412
2018-10-23,2699.688794285593
2018-10-24,2700.642796049086
2018-10-25,2701.294187300392
2018-10-26,2700.9789180557514
2018-10-29,2701.7378872762447
2018-10-30,2700.965062061707
2018-10-31,2700.728243454967
2018-11-01,2700.242879907138
2018-11-02,2700.3247540465245
2018-11-05,2702.639412613198
2018-11-06,2700.7721474206064
2018-11-07,2701.458407610981
2018-11-08,2699.845691739791
2018-11-09,2699.3737598740017
2018-11-12,2700.462710470969
2018-11-13,2700.5269904900642
2018-11-14,2699.449245712135
2018-11-15,2698.733942002875
2018-11-16,2699.41353975181
2018-11-19,2698.6831731200928
2018-11-20,2698.899631709675
2018-11-21,2698.9452035495783
2018-11-22,2698.2936032019725
2018-11-23,2700.437547291298
2018-11-26,2701.071466313616
2018-11-27,2699.0463237269582
2018-11-28,2699.2327780417277
2018-11-29,2698.5709915769594
2018-11-30,2699.423424911756
2018-12-03,2698.630904173323
2018-12-04,2698.516167731856
2018-12-05,2699.0211550108365
2018-12-06,2699.8869102050066
2018-12-07,2698.686613797951
2018-12-10,2698.35211256211
2018-12-11,2697.877167250949
2018-12-12,2697.2238380183753
2018-12-13,2698.9892922586564
2018-12-14,2699.394273969617
2018-12-17,2698.133390015282
2018-12-18,2699.051251962337
2018-12-19,2701.1734081593495
2018-12-20,2702.205873419901
2018-12-21,2700.686503453947
2018-12-24,2700.2022693810804
2018-12-25,2701.4691805302673
2018-12-26,2700.7615110646484
2018-12-27,2701.2053304927945
2018-12-28,2701.979964546224
2018-12-31,2701.053034074646
2019-01-01,2700.993508718584
2019-01-02,2697.752241378515
2019-01-03,2696.727853737181
2019-01-04,2696.475285585788
2019-01-07,2695.2275024038227
2019-01-08,2696.8599137077545
2019-01-09,2695.4297723297936
2019-01-10,2694.9897278430967
2019-01-11,2695.1204684203826
2019-01-14,2696.561741709449
2019-01-15,2695.1258795582694
2019-01-16,2696.2890433104244
2019-01-17,2696.299276371444
2019-01-18,2695.317767720396
2019-01-21,2695.7798711946593
2019-01-22,2695.9789308902327
2019-01-23,2695.378714013074
2019-01-24,2695.448516098064
2019-01-25,2695.0632025012023
2019-01-28,2695.1767198464536
2019-01-29,2695.8388505209746
2019-01-30,2697.42486733712
2019-01-31,2696.187051838293
2019-02-01,2698.3200852129494
2019-02-04,2696.367997413427
2019-02-05,2696.216212318391
2019-02-06,2696.8045295248758
